setting,qs,seed,fam,svc_c,best_ood
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,42,999,classical_ext,0.1,0.8985541016668608
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,42,999,classical_ext,1.0,0.9193245778611632
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,42,999,classical_ext,10.0,0.933956313702488
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,42,999,classical_ext,100.0,0.9405329615806453
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,42,999,quantum,1.0,0.9324778736174776
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,0.01,0.8754901960784314
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,0.1,0.9185874349739896
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,1.0,0.9419567827130852
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,10.0,0.9457583033213286
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,100.0,0.946858743497399
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,123,quantum,1.0,0.9408963585434174
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,0.01,0.8754901960784314
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,0.1,0.9185874349739896
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,1.0,0.9419567827130852
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,10.0,0.9457583033213286
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,100.0,0.946858743497399
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,42,quantum,1.0,0.9408963585434174
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,0.01,0.8754901960784314
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,0.1,0.9185874349739896
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,1.0,0.9419567827130852
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,10.0,0.9457583033213286
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,100.0,0.946858743497399
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,7,999,quantum,1.0,0.9408963585434174
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,0.01,0.8726053639846743
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,0.1,0.9090038314176244
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,1.0,0.9529769634011448
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,10.0,0.9481756680934288
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,100.0,0.9414586639734526
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,quantum,1.0,0.9514019141057086
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,0.01,0.8726053639846743
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,0.1,0.9090038314176244
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,1.0,0.9529769634011448
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,10.0,0.9481756680934288
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,100.0,0.9414586639734526
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,quantum,1.0,0.9514019141057086
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,0.01,0.8726053639846743
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,0.1,0.9090038314176244
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,1.0,0.9529769634011448
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,10.0,0.9481756680934288
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,100.0,0.9414586639734526
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,quantum,1.0,0.9514019141057086
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,0.01,0.8818681318681318
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,0.1,0.915934065934066
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,1.0,0.9427336708235584
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,10.0,0.9414125200642054
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,100.0,0.9378935671070504
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,123,quantum,1.0,0.9436967526855168
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,0.01,0.8818681318681318
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,0.1,0.915934065934066
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,1.0,0.9427336708235584
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,10.0,0.9414125200642054
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,100.0,0.9384430176565008
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,42,quantum,1.0,0.9436967526855168
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,0.01,0.8818681318681318
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,0.1,0.915934065934066
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,1.0,0.9420607482405234
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,10.0,0.9414125200642054
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,100.0,0.9378935671070504
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,123,999,quantum,1.0,0.9436967526855168
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,0.01,0.8789978678038379
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,0.1,0.917910447761194
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,1.0,0.9439989314283737
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,10.0,0.9494085752873024
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,100.0,0.944313071698188
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,quantum,1.0,0.9486553807033772
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,0.01,0.8789978678038379
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,0.1,0.917910447761194
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,1.0,0.9439989314283737
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,10.0,0.9488755262467906
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,100.0,0.944313071698188
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,quantum,1.0,0.9486553807033772
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,0.01,0.8789978678038379
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,0.1,0.917910447761194
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,1.0,0.9439989314283737
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,10.0,0.9488755262467906
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,100.0,0.944313071698188
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,quantum,1.0,0.9486553807033772
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,0.01,0.8778378378378379
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,0.1,0.9135135135135136
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,1.0,0.9511042471042472
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,10.0,0.9495289575289576
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,100.0,0.9467335907335908
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,123,quantum,1.0,0.9506100386100386
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,0.01,0.8778378378378379
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,0.1,0.9135135135135136
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,1.0,0.9511042471042472
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,10.0,0.9489575289575288
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,100.0,0.9467335907335908
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,42,quantum,1.0,0.9506100386100386
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,0.01,0.8778378378378379
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,0.1,0.9135135135135136
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,1.0,0.9511042471042472
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,10.0,0.9495289575289576
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,100.0,0.9467335907335908
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,42,999,quantum,1.0,0.9506100386100386
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,0.01,0.8749341853415115
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,0.1,0.912184972329969
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,1.0,0.9485177609760268
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,10.0,0.9461546275912393
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,100.0,0.9451065485120622
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,123,quantum,1.0,0.9462853277600964
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,0.01,0.8749341853415115
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,0.1,0.912184972329969
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,1.0,0.9485177609760268
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,10.0,0.9461546275912393
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,100.0,0.9451065485120622
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,42,quantum,1.0,0.9462853277600964
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,0.01,0.8749341853415115
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,0.1,0.912184972329969
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,1.0,0.9485177609760268
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,10.0,0.9461546275912393
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,100.0,0.9451065485120622
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,7,999,quantum,1.0,0.9462853277600964
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,0.01,0.8819896600228375
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,0.1,0.9170587354744848
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,1.0,0.951545738749182
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,10.0,0.9489638372969088
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,100.0,0.945826462077472
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,123,quantum,1.0,0.9501787041997032
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,0.01,0.8819896600228375
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,0.1,0.9170587354744848
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,1.0,0.951545738749182
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,10.0,0.9489638372969088
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,100.0,0.945826462077472
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,42,quantum,1.0,0.9501787041997032
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,0.01,0.8819896600228375
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,0.1,0.9170587354744848
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,1.0,0.951545738749182
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,10.0,0.9489638372969088
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,100.0,0.945826462077472
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,999,999,quantum,1.0,0.9501787041997032
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,0.01,0.7936022787281368
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,0.1,0.7673985053847754
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,1.0,0.7856651357795523
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,10.0,0.8608999695956219
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,100.0,0.8689491286745292
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,quantum,1.0,0.8393048598998256
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,0.01,0.7936022787281368
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,0.1,0.7673985053847754
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,1.0,0.7856651357795523
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,10.0,0.8608999695956219
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,100.0,0.8689491286745292
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,quantum,1.0,0.8393048598998256
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,0.01,0.7936022787281368
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,0.1,0.7673985053847754
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,1.0,0.7856651357795523
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,10.0,0.8608999695956219
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,100.0,0.8689491286745292
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,quantum,1.0,0.8393048598998256
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,0.01,0.7758364133826141
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,0.1,0.83609337749404
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,1.0,0.83210931374902
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,10.0,0.8454775276404423
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,100.0,0.8454935278964464
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,quantum,1.0,0.8400614409830558
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,0.01,0.7758364133826141
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,0.1,0.83609337749404
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,1.0,0.83210931374902
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,10.0,0.8454775276404423
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,100.0,0.8454935278964464
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,quantum,1.0,0.8400614409830558
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,0.01,0.7758364133826141
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,0.1,0.83609337749404
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,1.0,0.83210931374902
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,10.0,0.8454775276404423
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,100.0,0.8454935278964464
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,quantum,1.0,0.8400614409830558
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,0.01,0.7458357357934524
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,0.1,0.779438144660132
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,1.0,0.798033185982446
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,10.0,0.8665993977833302
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,100.0,0.8644051508744954
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,quantum,1.0,0.8325805624959959
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,0.01,0.7458357357934524
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,0.1,0.779438144660132
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,1.0,0.798033185982446
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,10.0,0.8665993977833302
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,100.0,0.8644051508744954
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,quantum,1.0,0.8325805624959959
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,0.01,0.7458357357934524
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,0.1,0.779438144660132
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,1.0,0.798033185982446
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,10.0,0.8665993977833302
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,100.0,0.8644051508744954
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,quantum,1.0,0.8325805624959959
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,0.01,0.785721144613021
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,0.1,0.7460309839318866
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,1.0,0.7911145253184815
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,10.0,0.8084789706164778
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,100.0,0.833877472632994
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,quantum,1.0,0.8004769220920556
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,0.01,0.785721144613021
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,0.1,0.7460309839318866
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,1.0,0.7911145253184815
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,10.0,0.8084789706164778
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,100.0,0.833877472632994
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,quantum,1.0,0.8004769220920556
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,0.01,0.785721144613021
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,0.1,0.7460309839318866
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,1.0,0.7911145253184815
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,10.0,0.8084789706164778
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,100.0,0.833877472632994
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,quantum,1.0,0.8004769220920556
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,0.01,0.8254708678049639
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,0.1,0.7991070714182842
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,1.0,0.8097486037989471
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,10.0,0.8746299467123266
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,100.0,0.8687490998703813
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,quantum,1.0,0.8488422332815926
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,0.01,0.8254708678049639
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,0.1,0.7991070714182842
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,1.0,0.8097486037989471
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,10.0,0.8746299467123266
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,100.0,0.8687490998703813
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,quantum,1.0,0.8488422332815926
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,0.01,0.8254708678049639
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,0.1,0.7991070714182842
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,1.0,0.8097486037989471
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,10.0,0.8746299467123266
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,100.0,0.8687490998703813
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,quantum,1.0,0.8488422332815926
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,0.01,0.7855943175759907
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,0.1,0.7530815204973724
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,1.0,0.7622048254105688
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,10.0,0.8537685743032256
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,100.0,0.8469842186065715
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,123,quantum,1.0,0.7992271646804638
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,0.01,0.7855943175759907
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,0.1,0.7530815204973724
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,1.0,0.7622048254105688
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,10.0,0.8537685743032256
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,100.0,0.8469842186065715
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,42,quantum,1.0,0.7992271646804638
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,0.01,0.7855943175759907
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,0.1,0.7530815204973724
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,1.0,0.7622048254105688
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,10.0,0.8537685743032256
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,100.0,0.8469842186065715
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,123,999,quantum,1.0,0.7992271646804638
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,0.01,0.7976567156417631
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,0.1,0.7738478585229068
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,1.0,0.7742578732834382
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,10.0,0.854618766275586
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,100.0,0.8487505550199808
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,quantum,1.0,0.8317679436459713
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,0.01,0.7976567156417631
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,0.1,0.7738478585229068
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,1.0,0.7742578732834382
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,10.0,0.854618766275586
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,100.0,0.8487505550199808
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,quantum,1.0,0.8317679436459713
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,0.01,0.7976567156417631
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,0.1,0.7738478585229068
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,1.0,0.7742578732834382
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,10.0,0.854618766275586
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,100.0,0.8497205899412379
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,quantum,1.0,0.8317679436459713
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,0.01,0.8084134615384615
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,0.1,0.7874198717948717
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,1.0,0.814022435897436
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,10.0,0.8617788461538463
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,100.0,0.8662660256410256
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,123,quantum,1.0,0.8258814102564103
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,42,classical_ext,0.01,0.8084134615384615
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,42,classical_ext,0.1,0.7874198717948717
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,42,42,classical_ext,1.0,0.814022435897436
